,Account,Compound Score,Date,Negative Score,Neutral Score,Positive Score,Tweet Text
278,@CNN,-0.8074,11/25/2017,0.43,0.57,0.0,"Drop the partisan nonsense on harassment, writes Patti Solis Doyle for @CNNOpinion https://t.co/Utu3NsHBnf https://t.co/urygULIKNJ"
279,@CNN,0.0,11/25/2017,0.0,1.0,0.0,The White House vehemently has defended President Trump's decision to appoint Mick Mulvaney as the acting director… https://t.co/qvPApFOhUJ
280,@CNN,-0.0258,11/25/2017,0.114,0.777,0.109,Turkey's foreign minister says President Trump agreed to stop arming a Kurdish militia the Turkish government consi… https://t.co/5QXj7qI6MW
281,@CNN,-0.296,11/25/2017,0.109,0.891,0.0,The US Navy has identified three sailors who went missing after their plane crashed into the Philippine Sea… https://t.co/bP6o2e1tze
282,@CNN,0.296,11/25/2017,0.0,0.891,0.109,President Trump named an interim head of a consumer watchdog agency hours after the outgoing director picked his ow… https://t.co/a4JYiVPUG8
283,@CNN,-0.2263,11/25/2017,0.134,0.766,0.1,"In 2017, the world has made one thing clear: Sexual harassment is everywhere. Here is how the issue stands across t… https://t.co/rmvI65ZQb3"
284,@CNN,0.7184,11/25/2017,0.0,0.7,0.3,"The happiest city in the US is Boulder, Colorado. Here's the full top 10: https://t.co/eoWFSq3dTW https://t.co/my5iRlqAt0"
285,@CNN,0.0,11/25/2017,0.0,1.0,0.0,His wife is representing USA in the world’s most prestigious transgender pageant. @lisaling takes us on their journ… https://t.co/HpkiwX2ghC
286,@CNN,0.3182,11/25/2017,0.0,0.827,0.173,"This sanctuary in Chiang Mai, Thailand, rescues and rehabilitates elephants https://t.co/HddTPM5mQL https://t.co/WbYZqVPH7k"
287,@CNN,0.4588,11/25/2017,0.0,0.864,0.136,"At the Pope's farm in Italy, workers grow his favorite vegetables and feed the chickens remnants of communion wafer… https://t.co/rQSMGvPlYt"
288,@CNN,-0.8934,11/25/2017,0.401,0.599,0.0,Egypt mosque attack death toll rises to 305. Officials say one of the attackers carried an ISIS flag.… https://t.co/mnrw9CmGXr
289,@CNN,-0.6597,11/25/2017,0.206,0.794,0.0,A paper claims a sugar-industry-funded study linked sugar to high blood cholesterol and cancer in rats. The study i… https://t.co/XdPtZ3DnvB
290,@CNN,0.296,11/25/2017,0.0,0.845,0.155,The US Navy admits an aircrew drew a penis in the sky https://t.co/GIC5oYDYqq https://t.co/OkISEraGWJ
291,@CNN,0.4588,11/25/2017,0.0,0.769,0.231,"Welcome to Bir, paragliding capital of India https://t.co/L5ptwCROyi via @CNNTravel https://t.co/nPccgVqoe0"
292,@CNN,-0.4767,11/25/2017,0.193,0.807,0.0,Ending trophy hunting could actually be worse for endangered species | via @CNNopinion https://t.co/DJ8je3LNUg https://t.co/NUJOvKXLRa
293,@CNN,-0.5859,11/25/2017,0.192,0.808,0.0,"With Cyber Monday coming soon, here are some tips for protecting yourself from online scams: https://t.co/m3ufuvboCl https://t.co/FiKQMOW8jj"
294,@CNN,-0.9118,11/25/2017,0.399,0.601,0.0,"The death toll in a bomb and gun attack on a Sufi mosque in northern Sinai has risen to 305, with 27 children among… https://t.co/as4Z5Ly1lw"
295,@CNN,0.0,11/25/2017,0.0,1.0,0.0,"NBA coach @SteveKerr sits down with CNN’s @DavidAxelrod to talk sports, politics and skipping the traditional White… https://t.co/FHF9AaTeS6"
296,@CNN,0.0,11/25/2017,0.0,1.0,0.0,"The shift to online shopping has been a steady trend for two decades, but the impact on malls and other physical st… https://t.co/QDj3eBDlv2"
297,@CNN,0.0,11/25/2017,0.0,1.0,0.0,A memorial service will be held Saturday for Border Patrol agent Rogelio Martinez as questions linger over his deat… https://t.co/9YAddjfrf3
298,@CNN,-0.7003,11/25/2017,0.392,0.608,0.0,Why some victims of sexual harassment can't speak out https://t.co/QRR5bneLbg https://t.co/CAGqDw4ID8
299,@CNN,-0.836,11/25/2017,0.351,0.586,0.063,"Egypt's air force launched airstrikes on ""terrorist outposts"" and vehicles after attackers massacred 235 people in… https://t.co/H8SUeC00xf"
300,@FoxNews,0.4019,11/26/2017,0.0,0.856,0.144,Online sales set record over holiday weekend -- with Cyber Monday yet to come https://t.co/68S6VWP7Ru via @gregg_re
301,@FoxNews,-0.4391,11/26/2017,0.208,0.694,0.098,.@Eminem 'Extremely Angry' Trump Did Not Respond to His Freestyle Rap Bashing https://t.co/qjvEXyNQfL https://t.co/0V4PWAOSLx
302,@FoxNews,-0.6249,11/26/2017,0.231,0.769,0.0,".@GeraldoRivera on @POTUS's feud with @TIME: ""I don't know why the president... is picking fights that are meaningl… https://t.co/xPc6usHmpm"
303,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,ObamaCare premiums rising. https://t.co/47ksWi685q
304,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,.@BernieSanders' Thanksgiving Message: It's Been a 'Horrendous' Year https://t.co/xMfI7Bjhlx https://t.co/aDlBy2bt6I
305,@FoxNews,0.4019,11/26/2017,0.0,0.769,0.231,Total holiday sales November &amp; December - 2016 vs. 2017. https://t.co/KYMlmDUa7y
306,@FoxNews,0.6249,11/26/2017,0.0,0.662,0.338,"On @ffweekend, @DiamondandSilk shared their message for the holiday season. https://t.co/svdngZcleH https://t.co/ORgbV4i4XB"
307,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,"On @ffweekend, @DiamondandSilk weighed in on the President @realDonaldTrump/@TIME ""Person of the Year"" controversy.… https://t.co/KJydRhGD2f"
308,@FoxNews,0.6486,11/26/2017,0.061,0.693,0.247,.@BurgessOwens warns the @NFL must show some leadership and promote respect for the flag among the young players.… https://t.co/Ufb8WeYOOe
309,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,ObamaCare premiums rising. https://t.co/NBosERk7bs
310,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,"On Twitter earlier today, President @realDonaldTrump slammed the @CFPB. https://t.co/eJAsRMfUhU"
311,@FoxNews,0.4767,11/26/2017,0.0,0.829,0.171,".@BurgessOwens: ""Young men need to recognize how proud we should be of that flag."" https://t.co/JY3U3wwBEO https://t.co/WOShzrZ0U8"
312,@FoxNews,-0.3818,11/26/2017,0.178,0.822,0.0,"Democrats' 'DREAMer' demands threaten spending bill, gov shutdown in coming weeks https://t.co/6XVhOacWn6 https://t.co/PNfy1m8Jlv"
313,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,"Yesterday, Democratic Socialist @SenSanders marked #BlackFriday exactly as you'd expect him to. https://t.co/zoylr2gZsv"
314,@FoxNews,-0.296,11/26/2017,0.109,0.891,0.0,".@SebGorka: ""In the last 10 months, @POTUS has unleashed our military... The caliphate no longer exists as a physic… https://t.co/7DbV6tLcvw"
315,@FoxNews,0.4019,11/26/2017,0.0,0.787,0.213,Average consumer spending on holiday related items - 2016 vs. 2017. https://t.co/p4eaBaeHVR
316,@FoxNews,0.8807,11/26/2017,0.0,0.56,0.44,"Super Bowl Champion @BurgessOwens: Pride in Country, Flag, and Culture Is the Bottom Line https://t.co/JY3U3wwBEO https://t.co/7bFcqhPTx0"
317,@FoxNews,-0.6705,11/26/2017,0.297,0.703,0.0,"Mickey Cargile: ""The unemployment numbers are at the lowest level we've seen this century."" https://t.co/bZ2C2d00Ei"
318,@FoxNews,-0.1027,11/26/2017,0.097,0.903,0.0,".@GeraldoRivera: ""How did @RepJohnConyers] get the taxpayers to pay for his... alleged misdeeds?"" https://t.co/ri8839MKdB"
319,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,"Earlier today, @GovMikeHuckabee tweeted some ""inside information"" regarding #PieGate. https://t.co/cz5C353AlZ https://t.co/P3pnh89QGa"
320,@FoxNews,0.4019,11/26/2017,0.0,0.856,0.144,Online sales set record over holiday weekend -- with Cyber Monday yet to come https://t.co/68S6VWP7Ru via @gregg_re
321,@FoxNews,-0.4391,11/26/2017,0.208,0.694,0.098,.@Eminem 'Extremely Angry' Trump Did Not Respond to His Freestyle Rap Bashing https://t.co/qjvEXyNQfL https://t.co/0V4PWAOSLx
322,@FoxNews,-0.6249,11/26/2017,0.231,0.769,0.0,".@GeraldoRivera on @POTUS's feud with @TIME: ""I don't know why the president... is picking fights that are meaningl… https://t.co/xPc6usHmpm"
323,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,ObamaCare premiums rising. https://t.co/47ksWi685q
324,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,.@BernieSanders' Thanksgiving Message: It's Been a 'Horrendous' Year https://t.co/xMfI7Bjhlx https://t.co/aDlBy2bt6I
325,@FoxNews,0.4019,11/26/2017,0.0,0.769,0.231,Total holiday sales November &amp; December - 2016 vs. 2017. https://t.co/KYMlmDUa7y
326,@FoxNews,0.6249,11/26/2017,0.0,0.662,0.338,"On @ffweekend, @DiamondandSilk shared their message for the holiday season. https://t.co/svdngZcleH https://t.co/ORgbV4i4XB"
327,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,"On @ffweekend, @DiamondandSilk weighed in on the President @realDonaldTrump/@TIME ""Person of the Year"" controversy.… https://t.co/KJydRhGD2f"
328,@FoxNews,0.6486,11/26/2017,0.061,0.693,0.247,.@BurgessOwens warns the @NFL must show some leadership and promote respect for the flag among the young players.… https://t.co/Ufb8WeYOOe
329,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,ObamaCare premiums rising. https://t.co/NBosERk7bs
330,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,"On Twitter earlier today, President @realDonaldTrump slammed the @CFPB. https://t.co/eJAsRMfUhU"
331,@FoxNews,0.4767,11/26/2017,0.0,0.829,0.171,".@BurgessOwens: ""Young men need to recognize how proud we should be of that flag."" https://t.co/JY3U3wwBEO https://t.co/WOShzrZ0U8"
332,@FoxNews,-0.3818,11/26/2017,0.178,0.822,0.0,"Democrats' 'DREAMer' demands threaten spending bill, gov shutdown in coming weeks https://t.co/6XVhOacWn6 https://t.co/PNfy1m8Jlv"
333,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,"Yesterday, Democratic Socialist @SenSanders marked #BlackFriday exactly as you'd expect him to. https://t.co/zoylr2gZsv"
334,@FoxNews,-0.296,11/26/2017,0.109,0.891,0.0,".@SebGorka: ""In the last 10 months, @POTUS has unleashed our military... The caliphate no longer exists as a physic… https://t.co/7DbV6tLcvw"
335,@FoxNews,0.4019,11/26/2017,0.0,0.787,0.213,Average consumer spending on holiday related items - 2016 vs. 2017. https://t.co/p4eaBaeHVR
336,@FoxNews,0.8807,11/26/2017,0.0,0.56,0.44,"Super Bowl Champion @BurgessOwens: Pride in Country, Flag, and Culture Is the Bottom Line https://t.co/JY3U3wwBEO https://t.co/7bFcqhPTx0"
337,@FoxNews,-0.6705,11/26/2017,0.297,0.703,0.0,"Mickey Cargile: ""The unemployment numbers are at the lowest level we've seen this century."" https://t.co/bZ2C2d00Ei"
338,@FoxNews,-0.1027,11/26/2017,0.097,0.903,0.0,".@GeraldoRivera: ""How did @RepJohnConyers] get the taxpayers to pay for his... alleged misdeeds?"" https://t.co/ri8839MKdB"
339,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,"Earlier today, @GovMikeHuckabee tweeted some ""inside information"" regarding #PieGate. https://t.co/cz5C353AlZ https://t.co/P3pnh89QGa"
340,@FoxNews,0.6369,11/26/2017,0.0,0.658,0.342,"Earlier, President @realDonaldTrump marked #SmallBusinessSaturday, &amp; encouraged support of local businesses.… https://t.co/GwPotZGLz6"
341,@FoxNews,-0.4404,11/26/2017,0.225,0.775,0.0,Unemployment rate prediction for end of 2019 - per @GoldmanSachs economists. https://t.co/4k95Vyr05a
342,@FoxNews,0.6249,11/26/2017,0.0,0.662,0.338,"On @ffweekend, @DiamondandSilk shared their message for the holiday season. https://t.co/svdngZcleH https://t.co/aFDFQdJxXF"
343,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,".@DiamondandSilk: ""At the end of the day, [President @realDonaldTrump] is still the Man of the Year."" https://t.co/bnAb5Xjexr"
344,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,"On @ffweekend, @dbongino doubled down on his description of @HillaryClinton as the ""most deceptive human being.""… https://t.co/0Ae5sk3u3T"
345,@FoxNews,0.2484,11/26/2017,0.113,0.715,0.172,"On @ffweekend, @CLewandowski_ made his stance on the @NFL anthem protests very clear. https://t.co/rJe28HIivv"
346,@FoxNews,-0.3612,11/26/2017,0.308,0.452,0.24,.@SebGorka: 'Attractiveness of Jihad' Must Be Destroyed Just Like Fascist and Communist Ideologies… https://t.co/8G3UU5J8dI
347,@FoxNews,-0.7906,11/26/2017,0.28,0.72,0.0,.@SebGorka concurred with @POTUS's renewed call for a wall &amp; travel ban in the wake of the Egypt terror attack.… https://t.co/pN1veKfLOD
348,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,"On #ForbesonFox, @SteveForbesCEO slammed former IRS official Lois Lerner and wished she'd be prosecuted.… https://t.co/02qWrFjUIS"
349,@FoxNews,0.4926,11/26/2017,0.0,0.862,0.138,RT @EricShawnTV: Thanks my NY pal @JamesRosenTV!  I was able to spend #Thanksgivingweekend Saturday with our visiting son. I'm back at work…
350,@FoxNews,0.3612,11/26/2017,0.0,0.889,0.111,OPINION: California hands out millions of dollars in tax credits to filmmakers. Can the rest of us get some too? https://t.co/ERySvJgkX1
351,@FoxNews,-0.296,11/26/2017,0.167,0.833,0.0,Democratic @RepKathleenRice has called for the resignation of fellow Democrat @RepJohnConyers.… https://t.co/qPgS2WxF3F
352,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,"Torrance on Mueller investigation: Governments on the up and up, they don't usually need a secretive PR campaign to… https://t.co/quwpoBfkXl"
353,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,"Actor Rance Howard, father of Ron Howard, dies at 89 https://t.co/f5yLPoLt8o"
354,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,"Earlier today, @GovMikeHuckabee tweeted some ""inside information"" regarding #PieGate. https://t.co/cz5C35lbKz https://t.co/3pQy8RBP03"
355,@FoxNews,0.4215,11/26/2017,0.0,0.797,0.203,"On ""Street Justice,"" @JudgeJeanine visits the United States-Mexico border in Arizona. https://t.co/KrgtITpg34"
356,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,.@jessebwatters hits the streets to find out just how much people know about Thanksgiving. @WattersWorld https://t.co/HlJEeDr87U
357,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,Washington Post reporter @JanellRoss caught plotting liberal agenda with billionaire George Soros… https://t.co/8mRfgdVkuA
358,@FoxNews,-0.4215,11/26/2017,0.177,0.823,0.0,.@CLewandowski_: 2018 Elections Hang in the Balance if GOP Fails on Tax Reform https://t.co/OgRKk8pkPw
359,@FoxNews,0.5423,11/26/2017,0.0,0.821,0.179,.@realDonaldTrump admin keeps open PLO's Washington office in apparent attempt to steady Middle East peace talks https://t.co/Re9XpQjhCW
360,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,"Alabama ends basketball game with three players after ejections, injuries https://t.co/RjBEm0D75C"
361,@FoxNews,0.0258,11/26/2017,0.107,0.78,0.112,".@JudgeJeanine: ""Since when have taxpayers been responsible for the sexual perversions of people we send to Congres… https://t.co/Mxh549njSk"
362,@FoxNews,0.6369,11/26/2017,0.0,0.658,0.342,"Earlier, President @realDonaldTrump marked #SmallBusinessSaturday, &amp; encouraged support of local businesses.… https://t.co/nq2Mlg1Tm4"
363,@FoxNews,0.4019,11/26/2017,0.0,0.769,0.231,Total holiday sales November &amp; December - 2016 vs. 2017. https://t.co/enxeBMWon5
364,@FoxNews,-0.6705,11/26/2017,0.273,0.727,0.0,Border Patrol agent killed in 'ambush' laid to rest in El Paso https://t.co/gpiIbVcdU8
365,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,"Actor Rance Howard, father of Ron Howard, dies at 89 https://t.co/pptOBuQQ9Y"
366,@FoxNews,-0.1027,11/26/2017,0.065,0.935,0.0,"Francisco Hernandez on immigration: ""If we can get Americans to take those jobs and pay at least a living wage then… https://t.co/fuQau4o9Fx"
367,@FoxNews,-0.4939,11/26/2017,0.246,0.647,0.108,".@CortesSteve on building a border wall: ""Very often Hispanics are the victims of stupid liberal policies like sanc… https://t.co/5cyFDdBvJj"
368,@FoxNews,-0.5627,11/26/2017,0.205,0.795,0.0,".@CortesSteve on border wall: ""The idea that we can't secure our border or that we're incapable of building a wall,… https://t.co/oCvNqlT01x"
369,@FoxNews,0.3182,11/26/2017,0.0,0.867,0.133,".@jessebwatters catches up with President @realDonaldTrump's youngest fan to discuss immigration, taxes and North K… https://t.co/ZH6UZX24x6"
370,@FoxNews,0.296,11/26/2017,0.0,0.879,0.121,"Jacob Silva shares with @jessebwatters which TV hosts he'd put on Mount Rushmore, including @JudgeJeanine, @edhenry… https://t.co/QEhWVxSUVI"
371,@FoxNews,0.7003,11/26/2017,0.0,0.734,0.266,"Jacob Silva on @POTUS' Asia trip: ""He's making good relationships with countries overseas, and that's good because… https://t.co/kZucYN4z6Z"
372,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,"Jacob Silva on taxes: ""Right now our taxes are high and I know that President @realDonaldTrump is working on that,… https://t.co/tL3Bu6j5vx"
373,@FoxNews,0.2484,11/26/2017,0.08,0.8,0.12,"Jacob Silva on taxes: ""I think lowering taxes would really help. It would put more money in the hands of Americans… https://t.co/o46JDwVKRq"
374,@FoxNews,0.128,11/26/2017,0.146,0.688,0.166,"Jacob Silva on @realDonaldTrump's first year: ""I think he has done great. Illegal immigrants aren't pouring into ou… https://t.co/rCtmUpSXRD"
375,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,".@realDonaldTrump says his use of social media is ""modern day presidential."" @WattersWorld https://t.co/eWTi3Kbwnt"
376,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,".@michellemalkin on @POTUS vs. the media: ""There isn't a modern American politician since Reagan who has been able… https://t.co/R5a3IQmxFM"
377,@FoxNews,-0.3818,11/26/2017,0.133,0.867,0.0,".@michellemalkin on @POTUS' battle with media: ""It's not just the liberal media establishment that he's gone after,… https://t.co/XUDtziYOyS"
378,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,Illinois woman busted for torching her SUV with flamethrower https://t.co/AtosJgBOea
379,@FoxNews,0.6369,11/26/2017,0.0,0.679,0.321,"Earlier, President @realDonaldTrump marked #SmallBusinessSaturday, and encouraged Americans to support local busine… https://t.co/gtTlJhrLVx"
380,@FoxNews,0.8807,11/26/2017,0.0,0.56,0.44,"Super Bowl Champion Burgess Owens: Pride in Country, Flag, and Culture Is the Bottom Line https://t.co/T3qs9X21K3"
381,@FoxNews,-0.4939,11/26/2017,0.262,0.738,0.0,Couple gets wedding reception do-over after bride's health scare https://t.co/nYmahJfwSz
382,@FoxNews,0.4019,11/26/2017,0.0,0.69,0.31,.@realDonaldTrump tweets in support of #SmallBusinessSaturday. https://t.co/WOeDuBzK9M
383,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,"Yesterday, Democratic Socialist @SenSanders marked #BlackFriday exactly as you'd expect him to. https://t.co/iugiNZph4i"
384,@FoxNews,0.0,11/26/2017,0.0,1.0,0.0,OPINION: Congress should combine tax reform and infrastructure investment https://t.co/mTUtiIpd2a
385,@FoxNews,0.6597,11/25/2017,0.0,0.597,0.403,How to eat healthy during the holiday season. https://t.co/CqtwgQVWN3 https://t.co/rzC21wbCHK
386,@FoxNews,0.5423,11/25/2017,0.0,0.821,0.179,Trump admin keeps open PLO's Washington office in apparent attempt to steady Middle East peace talks https://t.co/o0gvH1pZdP
387,@FoxNews,-0.2732,11/25/2017,0.189,0.811,0.0,Driver tries to cut into Trump's motorcade in Florida https://t.co/XGqlgRCILr
388,@FoxNews,-0.4588,11/25/2017,0.346,0.462,0.192,Las Vegas massacre survivor killed in hit-and-run https://t.co/YbwHNbtv8g
389,@FoxNews,-0.6705,11/25/2017,0.273,0.727,0.0,Florida teen who may have killed his grandmother caught at U.S.-Canadian border https://t.co/VSoWItDoB1
390,@FoxNews,-0.6705,11/25/2017,0.297,0.703,0.0,"Mickey Cargile: ""The unemployment numbers are at the lowest level we've seen this century."" https://t.co/PrONm76w33"
391,@FoxNews,-0.3818,11/25/2017,0.191,0.809,0.0,"Democrats' 'DREAMer' demands threaten spending bill, gov shutdown in coming weeks https://t.co/iIqhd7oVLP"
392,@FoxNews,-0.5267,11/25/2017,0.238,0.654,0.108,".@SebGorka: ""Just as we defeated fascism, just as we defeated communism, we have to shut down the attractiveness of… https://t.co/eZD8h1HIM4"
393,@FoxNews,0.0,11/25/2017,0.0,1.0,0.0,Virginia youth pastor held in Thanksgiving slaying of family members https://t.co/wHhOA0X660
394,@FoxNews,0.0,11/25/2017,0.0,1.0,0.0,Children Under 8 Spending Almost an Hour a Day on Smartphones https://t.co/9raSHmbwIQ
395,@FoxNews,-0.4215,11/25/2017,0.177,0.823,0.0,".@CLewandowski_: 2018 Elections Hang in the Balance if GOP Fails on Tax Reform
https://t.co/OgRKk8pkPw"
396,@FoxNews,-0.3818,11/25/2017,0.157,0.843,0.0,".@RepEspaillat and other Democrats' 'DREAMer' demands threaten spending bill, gov shutdown in coming weeks… https://t.co/eTqYnw3RUp"
397,@FoxNews,0.0,11/25/2017,0.0,1.0,0.0,"Incredible 1,500-year-old Christian mosaic uncovered in Israel https://t.co/dvOef4NFb9"
398,@FoxNews,0.0,11/25/2017,0.0,1.0,0.0,"Earlier today, @GovMikeHuckabee tweeted some ""inside information"" regarding #PieGate. https://t.co/cz5C35lbKz https://t.co/cfhl8Vfikb"
399,@FoxNews,0.0,11/25/2017,0.0,1.0,0.0,Congress should combine tax reform and infrastructure investment https://t.co/EjwGWg18kP
400,@nytimes,-0.6486,11/26/2017,0.218,0.782,0.0,"RT @NYTSports: ""We did that for the nation,"" an Auburn player said after upsetting No. 1 Alabama in the Iron Bowl. https://t.co/3eQ5egI0VD"
401,@nytimes,-0.2263,11/26/2017,0.087,0.913,0.0,RT @nytimesworld: Trials of Australian antiwar protesters have put a spotlight on a facility the U.S. would rather keep in the shadows http…
402,@nytimes,0.128,11/26/2017,0.136,0.704,0.161,A newly published Raymond Chandler short story takes on a modern-day problem: the U.S. health care system https://t.co/EVdDy9iODy
403,@nytimes,-0.7717,11/26/2017,0.401,0.599,0.0,"‘Sick With Sexism,’ France Must Fight Violence Against Women, Macron Says https://t.co/GT1Zdt1mdF"
404,@nytimes,0.0,11/26/2017,0.0,1.0,0.0,What can computers see that humans cannot https://t.co/A73EmnHmUD
405,@nytimes,0.0,11/26/2017,0.0,1.0,0.0,What to do when a neighbor is taking your newspaper https://t.co/4glF3ZTu0Y
406,@nytimes,0.481,11/26/2017,0.0,0.742,0.258,Your guide to seeing a Broadway show this holiday season https://t.co/A7MDPRQ8IA
407,@nytimes,0.5413,11/26/2017,0.0,0.837,0.163,"Ethiopia is one of the most exciting places in the world to visit right now, writes the @FrugalTraveler https://t.co/LxQNw29lWq"
408,@nytimes,0.0772,11/26/2017,0.105,0.776,0.119,"Her struggle with gender identity has caused friction. At a shelter for LGBT youths, she learned to accept herself. https://t.co/1zGFoLAk99"
409,@nytimes,0.1531,11/26/2017,0.158,0.702,0.14,"""My closest American friend here in Japan … is worried about me and wants to pay off my mortgages"" https://t.co/kIOrJ9IqgJ"
410,@nytimes,0.0,11/26/2017,0.0,1.0,0.0,RT @nytimesworld: Mitsubishi said it sometimes faked inspection data to make it appear as though its products met high specifications https…
411,@nytimes,-0.2263,11/26/2017,0.107,0.829,0.063,Video: The North Korean soldier ran for his life while troops unleashed a hail of bullets to stop him https://t.co/fV5nbMvnhO
412,@nytimes,0.0,11/26/2017,0.0,1.0,0.0,"In Detroit, the future is still being written https://t.co/Lxib1lSR1i"
413,@nytimes,0.0,11/26/2017,0.0,1.0,0.0,"The ""Nutcracker"" ballet season is upon us https://t.co/D7ljiHYJfA"
414,@nytimes,0.0,11/26/2017,0.0,1.0,0.0,"""It's never too early to teach children that their body belongs to them"" https://t.co/FNU5Do4iUz"
415,@nytimes,0.0,11/26/2017,0.0,1.0,0.0,Even whales have to exfoliate https://t.co/Ix5hplRFe1
416,@nytimes,-0.4767,11/26/2017,0.256,0.744,0.0,Where Brexit hurts: The nurses and doctors leaving London https://t.co/rbIuAjzkwS
417,@nytimes,0.5994,11/26/2017,0.0,0.822,0.178,"""The Marvelous Mrs. Maisel"" has a lead character that could give even the gab-gifted Gilmore girls a run for their… https://t.co/lY5dPhqYGv"
418,@nytimes,0.0,11/26/2017,0.0,1.0,0.0,"Poetry has become a kind of therapy for him. But during a dark few years, he thought he'd never write again. https://t.co/jExl7EQk5o"
419,@nytimes,0.0,11/26/2017,0.0,1.0,0.0,"Bali’s Mount Agung Erupts Again, Canceling Flights https://t.co/v87uonIBEf"
420,@nytimes,-0.6486,11/26/2017,0.218,0.782,0.0,"RT @NYTSports: ""We did that for the nation,"" an Auburn player said after upsetting No. 1 Alabama in the Iron Bowl. https://t.co/3eQ5egI0VD"
421,@nytimes,-0.2263,11/26/2017,0.087,0.913,0.0,RT @nytimesworld: Trials of Australian antiwar protesters have put a spotlight on a facility the U.S. would rather keep in the shadows http…
422,@nytimes,0.128,11/26/2017,0.136,0.704,0.161,A newly published Raymond Chandler short story takes on a modern-day problem: the U.S. health care system https://t.co/EVdDy9iODy
423,@nytimes,-0.7717,11/26/2017,0.401,0.599,0.0,"‘Sick With Sexism,’ France Must Fight Violence Against Women, Macron Says https://t.co/GT1Zdt1mdF"
424,@nytimes,0.0,11/26/2017,0.0,1.0,0.0,What can computers see that humans cannot https://t.co/A73EmnHmUD
425,@nytimes,0.0,11/26/2017,0.0,1.0,0.0,What to do when a neighbor is taking your newspaper https://t.co/4glF3ZTu0Y
426,@nytimes,0.481,11/26/2017,0.0,0.742,0.258,Your guide to seeing a Broadway show this holiday season https://t.co/A7MDPRQ8IA
427,@nytimes,0.5413,11/26/2017,0.0,0.837,0.163,"Ethiopia is one of the most exciting places in the world to visit right now, writes the @FrugalTraveler https://t.co/LxQNw29lWq"
428,@nytimes,0.0772,11/26/2017,0.105,0.776,0.119,"Her struggle with gender identity has caused friction. At a shelter for LGBT youths, she learned to accept herself. https://t.co/1zGFoLAk99"
429,@nytimes,0.1531,11/26/2017,0.158,0.702,0.14,"""My closest American friend here in Japan … is worried about me and wants to pay off my mortgages"" https://t.co/kIOrJ9IqgJ"
430,@nytimes,0.0,11/26/2017,0.0,1.0,0.0,RT @nytimesworld: Mitsubishi said it sometimes faked inspection data to make it appear as though its products met high specifications https…
431,@nytimes,-0.2263,11/26/2017,0.107,0.829,0.063,Video: The North Korean soldier ran for his life while troops unleashed a hail of bullets to stop him https://t.co/fV5nbMvnhO
432,@nytimes,0.0,11/26/2017,0.0,1.0,0.0,"In Detroit, the future is still being written https://t.co/Lxib1lSR1i"
433,@nytimes,0.0,11/26/2017,0.0,1.0,0.0,"The ""Nutcracker"" ballet season is upon us https://t.co/D7ljiHYJfA"
434,@nytimes,0.0,11/26/2017,0.0,1.0,0.0,"""It's never too early to teach children that their body belongs to them"" https://t.co/FNU5Do4iUz"
435,@nytimes,0.0,11/26/2017,0.0,1.0,0.0,Even whales have to exfoliate https://t.co/Ix5hplRFe1
436,@nytimes,-0.4767,11/26/2017,0.256,0.744,0.0,Where Brexit hurts: The nurses and doctors leaving London https://t.co/rbIuAjzkwS
437,@nytimes,0.5994,11/26/2017,0.0,0.822,0.178,"""The Marvelous Mrs. Maisel"" has a lead character that could give even the gab-gifted Gilmore girls a run for their… https://t.co/lY5dPhqYGv"
438,@nytimes,0.0,11/26/2017,0.0,1.0,0.0,"Poetry has become a kind of therapy for him. But during a dark few years, he thought he'd never write again. https://t.co/jExl7EQk5o"
439,@nytimes,0.0,11/26/2017,0.0,1.0,0.0,"Bali’s Mount Agung Erupts Again, Canceling Flights https://t.co/v87uonIBEf"
